class,sigmoid_output,softmax_output
0,[0.95969194 0.10137892],[0.995284   0.00471604]
0,[0.99106884 0.01026648],[9.9990654e-01 9.3468021e-05]
0,[0.909389   0.05621538],[0.99410003 0.00589988]
0,[0.9447957  0.08642178],[0.99450314 0.0054969 ]
0,[0.9550219 0.0272519],[0.9986823  0.00131768]
0,[0.9232258  0.03976021],[0.99656844 0.00343149]
0,[0.98727906 0.00802549],[9.9989581e-01 1.0423321e-04]
0,[0.9772867  0.02645474],[9.9936885e-01 6.3114660e-04]
0,[0.9786357  0.01684598],[9.9962604e-01 3.7392016e-04]
0,[0.9760702  0.03876635],[9.9901223e-01 9.8776503e-04]
0,[0.89055663 0.14182915],[0.9800939  0.01990615]
0,[0.97753763 0.03606805],[9.9914086e-01 8.5906545e-04]
0,[0.97394127 0.02496034],[9.993155e-01 6.844634e-04]
0,[0.9730339  0.02314392],[9.993438e-01 6.561627e-04]
0,[0.93738353 0.1256784 ],[0.99048936 0.00951066]
0,[0.98657876 0.00714705],[9.999021e-01 9.791716e-05]
0,[0.97926474 0.02638178],[9.994266e-01 5.734220e-04]
0,[0.97194755 0.01199305],[9.9964976e-01 3.5022435e-04]
0,[0.9153329  0.06929152],[0.9931605  0.00683946]
0,[0.96457666 0.06282199],[0.9975442 0.0024557]
0,[0.9137717 0.0752931],[0.9923751  0.00762498]
0,[0.94111186 0.06814527],[0.995445   0.00455503]
0,[0.9936202 0.005502 ],[9.9996448e-01 3.5520698e-05]
0,[0.98969394 0.01315162],[9.9986124e-01 1.3875859e-04]
0,[0.9965473  0.00299113],[9.9998963e-01 1.0394293e-05]
0,[0.9655173  0.04314671],[0.99839216 0.00160785]
0,[0.9841425 0.0091076],[9.9985194e-01 1.4807787e-04]
0,[0.9833409  0.01965944],[9.9966037e-01 3.3962118e-04]
0,[0.9965603  0.00334196],[9.99988437e-01 1.15737175e-05]
0,[0.99273056 0.00378467],[9.9997222e-01 2.7818292e-05]
0,[0.99058527 0.00736845],[9.9992943e-01 7.0545764e-05]
0,[0.98773754 0.01187262],[9.9985087e-01 1.4914294e-04]
0,[0.9844045  0.02245302],[9.9963629e-01 3.6375062e-04]
0,[0.99912447 0.00131684],[9.9999881e-01 1.1555392e-06]
0,[0.9844773  0.02145488],[9.9965441e-01 3.4558776e-04]
0,[0.9925458  0.01256855],[9.999044e-01 9.558493e-05]
0,[0.9625268 0.0339789],[0.9986325  0.00136753]
0,[0.9887876 0.0111762],[9.9987185e-01 1.2814924e-04]
0,[0.9014518  0.13053408],[0.9838524  0.01614757]
0,[0.92177784 0.05672457],[0.9949228  0.00507721]
0,[0.83530325 0.13921936],[0.96909595 0.030904  ]
0,[0.97449964 0.03062693],[9.9917394e-01 8.2607142e-04]
0,[0.9412066  0.05187185],[0.99659413 0.00340586]
0,[0.9957188  0.00233756],[9.9998987e-01 1.0074171e-05]
0,[0.9907115  0.01591021],[9.9984837e-01 1.5155668e-04]
0,[0.9960808  0.00393772],[9.9998450e-01 1.5554308e-05]
0,[0.9748308  0.01443876],[9.9962187e-01 3.7811414e-04]
0,[0.9934936  0.00836748],[9.999447e-01 5.525795e-05]
0,[0.9757304  0.01552055],[9.996081e-01 3.919790e-04]
0,[0.9331     0.07804435],[0.9939674  0.00603256]
0,[0.9907199  0.00744465],[9.999298e-01 7.025213e-05]
0,[0.98993254 0.00661825],[9.999323e-01 6.775049e-05]
0,[0.9857963  0.00649587],[9.999058e-01 9.419753e-05]
0,[0.9803847  0.02914299],[9.9939978e-01 6.0022855e-04]
0,[0.9080057  0.06760444],[0.99270767 0.00729237]
0,[0.93052846 0.06411902],[0.994911   0.00508895]
0,[0.8712586  0.14948016],[0.9746875  0.02531253]
0,[0.9587929  0.02361078],[0.9989618  0.00103821]
0,[0.9831093  0.01097819],[9.9980932e-01 1.9067312e-04]
0,[0.98561734 0.01500015],[9.9977785e-01 2.2217493e-04]
0,[0.97094643 0.02597068],[9.9920279e-01 7.9720526e-04]
0,[0.9412977  0.08843961],[0.9939859  0.00601409]
0,[0.89476645 0.13131227],[0.9825324  0.01746759]
0,[0.9162232 0.1158554],[0.98816025 0.01183976]
0,[0.98758614 0.02137622],[9.997255e-01 2.744916e-04]
0,[0.99074334 0.01163497],[9.9988997e-01 1.0997446e-04]
0,[0.95289993 0.08062058],[0.9956844  0.00431565]
0,[0.99441564 0.00807905],[9.9995422e-01 4.5737506e-05]
0,[0.08791655 0.9202682 ],[0.00828211 0.9917178 ]
0,[0.99457717 0.01095187],[9.999397e-01 6.037102e-05]
0,[0.98480725 0.0240935 ],[9.9961925e-01 3.8072365e-04]
0,[0.97631615 0.03307481],[9.9917090e-01 8.2909677e-04]
0,[0.994325   0.00588095],[9.9996626e-01 3.3762299e-05]
0,[0.96655947 0.0250554 ],[9.991116e-01 8.883422e-04]
0,[0.96340954 0.05020555],[0.9979964  0.00200359]
0,[0.9625234  0.02844046],[0.99886155 0.00113847]
0,[0.9854811  0.01454812],[9.9978250e-01 2.1745192e-04]
0,[0.9919551  0.01044685],[9.999144e-01 8.561256e-05]
0,[0.9049593 0.0800058],[0.9909496  0.00905042]
0,[0.99604285 0.00498491],[9.999801e-01 1.990353e-05]
0,[0.9678307  0.05131471],[0.9982053  0.00179465]
0,[0.9448254 0.0707647],[0.99557257 0.00442742]
0,[0.9899379  0.00914722],[9.9990618e-01 9.3825576e-05]
0,[0.20105445 0.7806581 ],[0.06603693 0.93396306]
0,[0.9844344  0.01796231],[9.9971086e-01 2.8912586e-04]
0,[0.99432534 0.00481078],[9.9997246e-01 2.7587208e-05]
0,[0.9772316  0.02794009],[9.9933076e-01 6.6923560e-04]
0,[0.9864926  0.01518465],[9.9978894e-01 2.1107476e-04]
0,[0.9940275  0.00439737],[9.9997342e-01 2.6536989e-05]
0,[0.9990596 0.0014286],[9.9999869e-01 1.3465628e-06]
0,[0.9953282  0.00748469],[9.9996459e-01 3.5394507e-05]
0,[0.9566125  0.03594734],[0.99831164 0.00168834]
0,[0.8424515  0.20858327],[0.95302695 0.04697306]
0,[0.97345996 0.02098587],[9.994160e-01 5.840732e-04]
0,[0.91766423 0.1034447 ],[0.98975384 0.01024621]
0,[0.9820034  0.01455554],[9.9972934e-01 2.7061769e-04]
0,[0.99205095 0.01159178],[9.9990606e-01 9.3963288e-05]
0,[0.964718   0.04893119],[0.9981219  0.00187806]
0,[0.9598154  0.04320299],[0.99811316 0.00188688]
0,[0.98147535 0.01039899],[9.998017e-01 1.982963e-04]
0,[0.9835368  0.02664748],[9.9954200e-01 4.5804647e-04]
0,[0.99668473 0.00374682],[9.9998748e-01 1.2509722e-05]
0,[0.95338005 0.0297212 ],[0.9985044  0.00149563]
0,[0.87163705 0.08130784],[0.98713404 0.01286598]
0,[0.97362477 0.03251059],[9.9909055e-01 9.0946880e-04]
0,[0.996648  0.0033824],[9.9998856e-01 1.1414492e-05]
0,[0.97447884 0.03113949],[9.9915898e-01 8.4103236e-04]
0,[0.9849995 0.0117454],[9.998191e-01 1.809639e-04]
0,[0.9523771  0.05543879],[0.99707365 0.00292629]
0,[0.9784153  0.04765488],[0.9988973 0.0011027]
0,[0.99136895 0.00799484],[9.999298e-01 7.016047e-05]
0,[0.9016169  0.13173293],[0.98371416 0.01628579]
0,[0.9910353  0.01447319],[9.9986720e-01 1.3282697e-04]
0,[0.9427687  0.04589769],[0.99708825 0.00291178]
0,[0.99122965 0.00681034],[9.9993932e-01 6.0666902e-05]
0,[0.9789115  0.02531576],[9.9944073e-01 5.5922434e-04]
0,[0.9894739  0.01312793],[9.998585e-01 1.414947e-04]
0,[0.9784545  0.01938517],[9.9956483e-01 4.3511053e-04]
0,[0.91644543 0.04985546],[0.9952388  0.00476117]
0,[0.95579016 0.03045434],[0.99854916 0.0014508 ]
0,[0.9002766  0.05571514],[0.9935068  0.00649325]
0,[0.9774316  0.00845641],[9.998031e-01 1.968805e-04]
0,[0.9804668  0.02576356],[9.994734e-01 5.265686e-04]
0,[0.9898782  0.01766629],[9.9981612e-01 1.8385694e-04]
0,[0.98920083 0.01974788],[9.9978012e-01 2.1988332e-04]
0,[0.9720395  0.02787938],[9.991757e-01 8.242597e-04]
0,[0.98908526 0.02108189],[9.9976236e-01 2.3759538e-04]
0,[0.9398183  0.05828208],[0.9960525  0.00394745]
0,[0.9548354  0.05532235],[0.99723756 0.00276239]
0,[0.85920894 0.09962241],[0.98219246 0.0178076 ]
0,[0.9032772  0.11679471],[0.98603755 0.01396248]
0,[0.998657   0.00157213],[9.9999785e-01 2.1175140e-06]
0,[0.96979284 0.03631939],[0.9988274  0.00117254]
0,[0.9839835  0.01643287],[9.9972814e-01 2.7187608e-04]
0,[0.9853721  0.02262415],[9.9965644e-01 3.4351181e-04]
0,[0.98628855 0.01476939],[9.9979168e-01 2.0835912e-04]
0,[0.9974191  0.00190209],[9.9999511e-01 4.9310934e-06]
0,[0.95983285 0.02687055],[0.9988458 0.0011542]
0,[0.99628544 0.00481432],[9.9998200e-01 1.8036042e-05]
0,[0.98702395 0.01279417],[9.9982965e-01 1.7035138e-04]
0,[0.9623423  0.03355988],[0.998643 0.001357]
0,[0.9974542  0.00686676],[9.9998236e-01 1.7646966e-05]
0,[0.97052675 0.04507777],[0.9985684 0.0014315]
0,[0.99291116 0.01922141],[9.9986005e-01 1.3989970e-04]
0,[0.9738893  0.02384108],[9.993456e-01 6.543794e-04]
0,[0.9826052 0.0318828],[9.994173e-01 5.826606e-04]
0,[0.9753262  0.02471575],[9.993593e-01 6.406939e-04]
0,[0.98265314 0.02419988],[9.9956232e-01 4.3760543e-04]
0,[0.9555145  0.05695558],[0.9971961  0.00280392]
0,[0.898978   0.10784066],[0.98659873 0.01340132]
0,[0.99354494 0.00814968],[9.999466e-01 5.338085e-05]
0,[0.9616091  0.03580269],[0.9985197  0.00148025]
0,[0.96858245 0.04047957],[0.99863344 0.00136654]
0,[0.9167789  0.02765788],[0.9974246  0.00257542]
0,[0.97213775 0.03491079],[0.9989643  0.00103569]
0,[0.92058057 0.04786764],[0.9956815  0.00431847]
0,[0.9859535  0.01120717],[9.9983847e-01 1.6144785e-04]
0,[0.9920413  0.00464069],[9.9996257e-01 3.7402231e-05]
0,[0.98985904 0.00788873],[9.999186e-01 8.145522e-05]
0,[0.79172176 0.2452931 ],[0.9212324  0.07876758]
0,[0.97687256 0.02775032],[9.9932468e-01 6.7528203e-04]
0,[0.98559964 0.04311091],[9.9934214e-01 6.5783015e-04]
0,[0.9451286  0.06164925],[0.99620014 0.00379983]
0,[0.9931988  0.00795925],[9.9994504e-01 5.4937289e-05]
0,[0.9359648  0.07048046],[0.99483913 0.00516086]
0,[0.9822812  0.02435989],[9.9954981e-01 4.5018297e-04]
0,[0.9657411  0.02430273],[9.9911720e-01 8.8281196e-04]
0,[0.8380176  0.13890257],[0.969763   0.03023698]
0,[0.98674667 0.01027073],[9.9986064e-01 1.3936179e-04]
0,[0.9651892  0.03131618],[0.9988354  0.00116461]
0,[0.99741215 0.00355793],[9.999907e-01 9.264091e-06]
0,[0.98442334 0.03018165],[9.9950778e-01 4.9218937e-04]
0,[0.9880761 0.0181133],[9.9977750e-01 2.2256952e-04]
0,[0.9975356  0.00260979],[9.9999356e-01 6.4643873e-06]
0,[0.98345655 0.02520805],[9.9956518e-01 4.3481946e-04]
0,[0.9952668  0.00492579],[9.9997652e-01 2.3541212e-05]
0,[0.9522753  0.04372365],[0.9977138  0.00228623]
0,[0.75223774 0.25320563],[0.89954424 0.10045578]
0,[0.9554818  0.06785601],[0.9966197  0.00338026]
0,[0.96722925 0.04097098],[0.99855465 0.00144535]
0,[0.8860454  0.07529549],[0.98963624 0.01036377]
0,[0.9961444  0.00228783],[9.999912e-01 8.875239e-06]
0,[0.9927471  0.00478403],[9.9996483e-01 3.5118508e-05]
0,[0.93162864 0.04025757],[0.9969311  0.00306894]
0,[0.99399054 0.0052067 ],[9.999684e-01 3.164258e-05]
0,[0.98393655 0.01904274],[9.9968314e-01 3.1682113e-04]
0,[0.9910479  0.00900902],[9.9991786e-01 8.2111641e-05]
0,[0.9887024  0.01425489],[9.9983478e-01 1.6521377e-04]
0,[0.9965378  0.00289025],[9.999900e-01 1.007058e-05]
0,[0.95808125 0.03275966],[0.9985203  0.00147968]
0,[0.98342335 0.01453451],[9.9975151e-01 2.4854555e-04]
0,[0.989632   0.01537928],[9.9983633e-01 1.6361252e-04]
0,[0.9540427  0.04001969],[0.99799585 0.00200414]
0,[0.9624168  0.00967748],[9.9961853e-01 3.8146152e-04]
0,[0.83464235 0.19511789],[0.9541735  0.04582642]
0,[0.9754954  0.02627481],[9.9932265e-01 6.7737879e-04]
0,[0.98918635 0.00636808],[9.999299e-01 7.005644e-05]
0,[0.98907465 0.00997766],[9.9988866e-01 1.1131227e-04]
0,[0.9826347  0.01204205],[9.9978465e-01 2.1535723e-04]
0,[0.9934936  0.00326908],[9.9997854e-01 2.1479005e-05]
0,[0.9664175  0.03855848],[0.9986083  0.00139168]
0,[0.87766534 0.14137448],[0.97756463 0.02243537]
0,[0.9012383  0.11644952],[0.9857627 0.0142373]
0,[0.98899555 0.01623355],[9.998165e-01 1.835758e-04]
0,[0.9977701  0.00153954],[9.9999654e-01 3.4460793e-06]
0,[0.9902058  0.01082561],[9.9989176e-01 1.0823672e-04]
0,[0.9783693  0.02272586],[9.9948609e-01 5.1386515e-04]
0,[0.9918317  0.00961357],[9.999200e-01 7.993585e-05]
0,[0.8942641  0.09642985],[0.9875388  0.01246121]
0,[0.9600029  0.02815608],[0.9987943  0.00120561]
0,[0.9608519  0.01446589],[9.994023e-01 5.976785e-04]
0,[0.9938846  0.00747128],[9.9995363e-01 4.6314675e-05]
0,[0.97853756 0.02899734],[9.9934536e-01 6.5456744e-04]
0,[0.9872176  0.00824854],[9.9989235e-01 1.0767794e-04]
0,[0.9850221  0.02201119],[9.9965787e-01 3.4210991e-04]
0,[0.9665055  0.04943732],[0.9982009  0.00179912]
0,[0.95422995 0.02594451],[0.99872404 0.00127596]
0,[0.9179161  0.07491299],[0.99281055 0.00718944]
0,[0.9970504  0.00441069],[9.9998689e-01 1.3105693e-05]
0,[0.96516454 0.03722428],[0.9986065  0.00139353]
0,[0.8723307  0.17326231],[0.97024083 0.0297592 ]
0,[0.97074497 0.01892166],[9.9941909e-01 5.8089674e-04]
0,[0.9920258  0.00795211],[9.9993551e-01 6.4429914e-05]
0,[0.97012055 0.02161201],[9.9932015e-01 6.7988632e-04]
0,[0.984437   0.02218494],[9.9964142e-01 3.5855285e-04]
0,[0.9863042  0.01051086],[9.9985254e-01 1.4748223e-04]
0,[0.98768884 0.0102919 ],[9.998704e-01 1.296018e-04]
0,[0.9768372 0.0247789],[9.993979e-01 6.021239e-04]
0,[0.99005824 0.0072464 ],[9.999267e-01 7.329083e-05]
0,[0.9840501  0.01173831],[9.9980754e-01 1.9248280e-04]
0,[0.9154514  0.06261708],[0.9938684  0.00613163]
0,[0.99283946 0.00521263],[9.999622e-01 3.778994e-05]
0,[0.98407537 0.01872865],[9.9969125e-01 3.0876076e-04]
0,[0.98282975 0.02320542],[9.9958509e-01 4.1486285e-04]
0,[0.8753475  0.15392774],[0.9747465  0.02525352]
0,[0.8408983  0.13448668],[0.9714404  0.02855965]
0,[0.9844728  0.01180456],[9.9981171e-01 1.8837077e-04]
0,[0.966694   0.04312934],[0.99844944 0.00155053]
0,[0.9856039  0.02313617],[9.9965417e-01 3.4581943e-04]
0,[0.95868915 0.02155325],[9.9905163e-01 9.4830676e-04]
0,[0.9735214  0.06282607],[0.99818003 0.00182002]
0,[0.9841908  0.01344876],[9.9978107e-01 2.1892585e-04]
0,[0.97531676 0.03770431],[9.990094e-01 9.906226e-04]
0,[0.92777354 0.10789635],[0.9906723  0.00932773]
0,[0.9622344  0.01686295],[9.993273e-01 6.727345e-04]
0,[0.9982804  0.00246383],[9.9999571e-01 4.2545976e-06]
0,[0.95410246 0.03950825],[0.9980252  0.00197483]
0,[0.8732142  0.08761697],[0.98624855 0.01375141]
0,[0.8859164  0.09366661],[0.98686635 0.01313365]
0,[0.99775034 0.00408516],[9.999907e-01 9.248378e-06]
0,[0.98319614 0.01881072],[9.996724e-01 3.275515e-04]
0,[0.9449606  0.06166117],[0.99618715 0.00381288]
0,[0.9750157  0.02436462],[9.9936050e-01 6.3951337e-04]
0,[0.9865225  0.00852518],[9.9988258e-01 1.1745493e-04]
0,[0.9846993  0.01106097],[9.9982625e-01 1.7376254e-04]
0,[0.9805226  0.02848556],[9.994179e-01 5.820994e-04]
0,[0.8844147  0.12528636],[0.9816249  0.01837511]
0,[0.8636948  0.09502013],[0.98369986 0.01630015]
0,[0.92954445 0.10242247],[0.99142504 0.00857489]
0,[0.99067056 0.00568781],[9.9994612e-01 5.3867057e-05]
0,[0.9767605  0.04474451],[0.99888676 0.0011132 ]
0,[0.9893015  0.00666413],[9.999274e-01 7.254562e-05]
0,[0.98207307 0.01181111],[9.9978191e-01 2.1813098e-04]
0,[0.85023654 0.19496912],[0.9590855  0.04091446]
0,[0.9670601  0.03489523],[0.99876994 0.00123006]
0,[0.9172178  0.04760158],[0.9955094  0.00449068]
0,[0.9831109  0.01064165],[9.9981529e-01 1.8474791e-04]
0,[0.91454107 0.05406168],[0.9946879  0.00531211]
0,[0.9041696  0.11682134],[0.98617446 0.0138255 ]
0,[0.99089897 0.00847311],[9.9992156e-01 7.8481287e-05]
0,[0.9565182  0.02781288],[0.9987012  0.00129881]
0,[0.9892916  0.00968289],[9.99894142e-01 1.05824394e-04]
0,[0.9756245 0.0329055],[9.9915063e-01 8.4937585e-04]
0,[0.83439845 0.08697186],[0.9814454 0.0185546]
0,[0.9908682  0.00810672],[9.9992466e-01 7.5316471e-05]
0,[0.9460866  0.05517744],[0.99668306 0.00331692]
0,[0.9720989  0.02329894],[9.9931586e-01 6.8420888e-04]
0,[0.8844544  0.09784067],[0.9860298  0.01397025]
0,[0.9215159  0.13793091],[0.9865563  0.01344375]
0,[0.9842551  0.01420911],[9.9976951e-01 2.3052387e-04]
0,[0.9968598  0.00339059],[9.9998927e-01 1.0716962e-05]
0,[0.98497665 0.027961  ],[9.995615e-01 4.385501e-04]
0,[0.98505604 0.01561527],[9.9975938e-01 2.4059376e-04]
0,[0.9856961  0.01471072],[9.9978346e-01 2.1661384e-04]
0,[0.9755765  0.01747341],[9.9955493e-01 4.4502641e-04]
0,[0.968304   0.02884727],[9.990287e-01 9.713772e-04]
0,[0.9919377  0.01502712],[9.998760e-01 1.239856e-04]
0,[0.9886817  0.01056708],[9.9987769e-01 1.2224824e-04]
0,[0.6348606  0.49300042],[0.64132655 0.35867345]
0,[0.99337834 0.01030087],[9.999306e-01 6.937369e-05]
0,[0.9928301  0.00849051],[9.9993813e-01 6.1837185e-05]
0,[0.9828661  0.01371406],[9.9975771e-01 2.4233726e-04]
0,[0.97976065 0.01803866],[9.9962068e-01 3.7933266e-04]
0,[0.98824465 0.02058242],[9.9975008e-01 2.4991448e-04]
0,[0.98699015 0.01265537],[9.9983108e-01 1.6892442e-04]
0,[0.9753249  0.01690558],[9.9956506e-01 4.3486588e-04]
0,[0.98552173 0.01324688],[9.9980289e-01 1.9718408e-04]
0,[0.9960427  0.00327763],[9.9998689e-01 1.3064638e-05]
0,[0.9189472  0.09396988],[0.990935   0.00906501]
0,[0.9772061  0.01502843],[9.9964428e-01 3.5576898e-04]
0,[0.95366216 0.08744948],[0.99536526 0.00463472]
0,[0.9176401 0.0676721],[0.9935276  0.00647238]
0,[0.96718264 0.05085122],[0.99818546 0.00181457]
0,[0.8988932  0.08004896],[0.99030757 0.00969244]
0,[0.7375852  0.35782337],[0.83455765 0.16544239]
0,[0.97867304 0.01253182],[9.9972349e-01 2.7647824e-04]
0,[0.9787459 0.0096388],[9.9978870e-01 2.1130513e-04]
0,[0.9940896  0.00412712],[9.9997532e-01 2.4639043e-05]
0,[0.9869518  0.01564889],[9.9978989e-01 2.1013337e-04]
0,[0.9706223  0.02227308],[9.993110e-01 6.890183e-04]
0,[0.99395096 0.00850351],[9.9994779e-01 5.2192154e-05]
0,[0.75351703 0.27677602],[0.8887434  0.11125665]
0,[0.89327204 0.18405959],[0.9737551  0.02624487]
0,[0.9823361  0.02089057],[9.996165e-01 3.835113e-04]
0,[0.9820455  0.01226035],[9.9977309e-01 2.2688364e-04]
0,[0.95741105 0.04902658],[0.9977119  0.00228805]
0,[0.97550356 0.03169902],[9.991786e-01 8.213936e-04]
0,[0.99605334 0.00645708],[9.9997425e-01 2.5750447e-05]
0,[0.9205952  0.11775907],[0.98861814 0.01138188]
0,[0.9385239  0.06065446],[0.9957883  0.00421178]
0,[0.9933257  0.00765201],[9.9994814e-01 5.1808194e-05]
0,[0.99089885 0.00670834],[9.999380e-01 6.202613e-05]
0,[0.9772543  0.02875334],[9.9931145e-01 6.8857457e-04]
0,[0.845206   0.19047333],[0.95868844 0.04131161]
0,[0.95131403 0.02824508],[0.9985147  0.00148532]
0,[0.97849095 0.01383241],[9.9969184e-01 3.0823197e-04]
0,[0.9885992  0.00621313],[9.999279e-01 7.209446e-05]
0,[0.9357056  0.06730226],[0.9950663  0.00493372]
0,[0.99392784 0.01092398],[9.9993253e-01 6.7469635e-05]
0,[0.9651271  0.02331539],[9.991381e-01 8.618222e-04]
0,[0.9469406  0.05836254],[0.9965391  0.00346087]
0,[0.9885117 0.0143804],[9.9983048e-01 1.6953696e-04]
0,[0.97287816 0.03348104],[9.9903524e-01 9.6478564e-04]
0,[0.96452165 0.0370924 ],[0.9985851  0.00141493]
0,[0.97219414 0.03212724],[9.9905151e-01 9.4847486e-04]
0,[0.5890914  0.39738664],[0.6849419  0.31505814]
0,[0.9580003  0.05695143],[0.99735934 0.0026406 ]
0,[0.9947745  0.00465142],[9.9997544e-01 2.4547506e-05]
0,[0.87091345 0.14003341],[0.97643334 0.02356669]
0,[0.9940606  0.00439292],[9.9997365e-01 2.6362242e-05]
0,[0.9752221  0.02330375],[9.993942e-01 6.058491e-04]
0,[0.9918978  0.00977113],[9.999194e-01 8.059549e-05]
0,[0.99399334 0.00481042],[9.9997079e-01 2.9208908e-05]
0,[0.99563605 0.00346259],[9.9998474e-01 1.5229261e-05]
0,[0.961963   0.02607424],[0.99894255 0.00105748]
0,[0.89502907 0.14215522],[0.98093545 0.01906454]
0,[0.99805427 0.00159435],[9.999969e-01 3.113298e-06]
0,[0.92832714 0.1058218 ],[0.9909457 0.0090543]
0,[0.9958404  0.00423841],[9.9998224e-01 1.7778942e-05]
0,[0.9146896  0.07521691],[0.9924712  0.00752874]
0,[0.93649405 0.03615592],[0.99746263 0.00253734]
0,[0.97664434 0.03231314],[9.992021e-01 7.979110e-04]
0,[0.99112743 0.011869  ],[9.9989247e-01 1.0751696e-04]
0,[0.9934968  0.00351357],[9.9997687e-01 2.3079796e-05]
0,[0.9862302  0.00892652],[9.9987423e-01 1.2573949e-04]
0,[0.9877517  0.01179703],[9.9985194e-01 1.4800871e-04]
0,[0.99333113 0.0057729 ],[9.9996102e-01 3.8980703e-05]
0,[0.99681926 0.00261864],[9.9999166e-01 8.3776740e-06]
0,[0.6693004 0.2981598],[0.8265109  0.17348905]
0,[0.9868383  0.01398689],[9.9981087e-01 1.8915765e-04]
0,[0.98453426 0.0189544 ],[9.9969661e-01 3.0340813e-04]
0,[0.9437003  0.05169478],[0.9967584  0.00324161]
0,[0.9920174  0.01170679],[9.9990463e-01 9.5310155e-05]
0,[0.9923339  0.01019773],[9.9992037e-01 7.9586665e-05]
0,[0.99359715 0.00554198],[9.9996412e-01 3.5910925e-05]
0,[0.8476004  0.24430312],[0.94506663 0.0549334 ]
0,[0.7876216  0.17424925],[0.94616306 0.05383697]
0,[0.9753738  0.02526959],[9.9934584e-01 6.5411528e-04]
0,[0.91769445 0.10269358],[0.9898399  0.01016011]
0,[0.9943692  0.00680673],[9.9996114e-01 3.8807375e-05]
0,[0.8755008  0.18234548],[0.9692619  0.03073806]
0,[0.9830292  0.01331272],[9.9976712e-01 2.3287503e-04]
0,[0.9019704  0.08784494],[0.9896416  0.01035836]
0,[0.7648551  0.17874129],[0.93728477 0.0627152 ]
0,[0.9954503  0.00596429],[9.9997258e-01 2.7422275e-05]
0,[0.82592225 0.2694518 ],[0.92786884 0.07213116]
0,[0.9881522 0.0126063],[9.9984694e-01 1.5305339e-04]
0,[0.9299317  0.03447364],[0.997317   0.00268304]
0,[0.89229244 0.08639362],[0.98871416 0.0112858 ]
0,[0.9389655  0.04548365],[0.9969121  0.00308784]
0,[0.99491125 0.00178723],[9.9999082e-01 9.1575075e-06]
0,[0.9571034  0.03533541],[0.99836093 0.00163903]
0,[0.97621095 0.01310865],[9.9967647e-01 3.2357991e-04]
0,[0.9864689  0.01769808],[9.9975294e-01 2.4707217e-04]
0,[0.9506817  0.03149825],[0.9983157  0.00168433]
0,[0.9854613  0.00847861],[9.9987388e-01 1.2614035e-04]
0,[0.98127544 0.01529975],[9.9970359e-01 2.9639536e-04]
0,[0.9527165  0.06332482],[0.99665594 0.00334407]
0,[0.97648025 0.01957922],[9.9951923e-01 4.8077703e-04]
0,[0.9907905  0.01901442],[9.9981993e-01 1.8013376e-04]
0,[0.9913018  0.00782368],[9.9993086e-01 6.9185546e-05]
0,[0.97675735 0.01550585],[9.9962533e-01 3.7464447e-04]
0,[0.97478414 0.02479618],[9.993426e-01 6.573106e-04]
0,[0.9922316  0.00707382],[9.9994421e-01 5.5773762e-05]
0,[0.9758244  0.02380415],[9.993962e-01 6.037519e-04]
0,[0.88958985 0.17006612],[0.975198   0.02480199]
0,[0.9843965 0.0226309],[9.9963307e-01 3.6688914e-04]
0,[0.90792847 0.08995635],[0.9900754  0.00992457]
0,[0.9952998  0.00484674],[9.9997699e-01 2.2998875e-05]
0,[0.9866425  0.01431689],[9.9980336e-01 1.9660378e-04]
0,[0.9851869  0.01734259],[9.9973470e-01 2.6529277e-04]
0,[0.90661454 0.14108396],[0.98336214 0.01663784]
0,[0.9833702  0.02485814],[9.995691e-01 4.309069e-04]
0,[0.97883725 0.02795907],[9.9937844e-01 6.2148430e-04]
0,[0.978286   0.02091109],[9.9952614e-01 4.7383033e-04]
0,[0.9855515  0.01700518],[9.9974650e-01 2.5355013e-04]
0,[0.9957281  0.00416319],[9.999821e-01 1.793560e-05]
0,[0.98924834 0.00759304],[9.999168e-01 8.315023e-05]
0,[0.87866116 0.15454504],[0.9753784  0.02462158]
0,[0.81383127 0.31240302],[0.9058521  0.09414794]
0,[0.99331194 0.00486872],[9.9996710e-01 3.2940774e-05]
0,[0.9269905  0.05451795],[0.9954791  0.00452087]
0,[0.99667823 0.00313416],[9.9998951e-01 1.0478334e-05]
